V3	V5
GRMZM2G074436	Zm00001eb185310
GRMZM2G300924	Zm00001eb185680
GRMZM2G496770	Zm00001eb185920
AC185422.3_FG005	Zm00001eb186090
GRMZM2G129569	Zm00001eb186130
GRMZM2G072916	"Zm00001eb186500,Zm00001eb186510,Zm00001eb186520"
GRMZM2G010488	Zm00001eb186860
GRMZM5G890865	Zm00001eb186860
GRMZM2G114998	Zm00001eb187120
GRMZM2G076683	Zm00001eb187410
GRMZM2G170289	Zm00001eb187440
GRMZM2G091003	Zm00001eb187720
GRMZM2G350157	Zm00001eb187970
GRMZM2G053071	Zm00001eb188110
GRMZM2G063192	Zm00001eb188180
GRMZM2G178795	Zm00001eb188200
GRMZM2G022514	Zm00001eb188800
GRMZM2G020775	Zm00001eb189050
GRMZM2G092085	Zm00001eb189120
GRMZM2G377161	Zm00001eb189200
GRMZM2G011253	Zm00001eb189260
AC185504.4_FG002	Zm00001eb189460
GRMZM2G449950	Zm00001eb189510
GRMZM2G427301	Zm00001eb189570
GRMZM2G355600	Zm00001eb189740
GRMZM2G111774	
GRMZM2G125455	"Zm00001eb189950,Zm00001eb189960"
GRMZM2G461671	Zm00001eb190080
GRMZM2G471733	Zm00001eb190130
GRMZM2G063316	Zm00001eb190260
GRMZM2G362823	Zm00001eb190270
GRMZM2G017159	Zm00001eb190550
GRMZM2G152278	Zm00001eb190700
GRMZM2G383210	Zm00001eb190750
GRMZM2G448241	Zm00001eb190790
AC199779.3_FG006	Zm00001eb191150
GRMZM2G075489	Zm00001eb191150
GRMZM2G042380	Zm00001eb191260
GRMZM2G142661	Zm00001eb191380
GRMZM2G384780	"Zm00001eb191490,Zm00001eb191480"
GRMZM2G102200	Zm00001eb191520
GRMZM2G402319	Zm00001eb191530
GRMZM2G102230	Zm00001eb191550
GRMZM2G099376	Zm00001eb191600
GRMZM2G466545	Zm00001eb191650
GRMZM2G125838	Zm00001eb192150
GRMZM2G108147	Zm00001eb192230
AC186287.7_FG005	Zm00001eb192410
GRMZM2G011218	Zm00001eb192500
GRMZM2G446313	Zm00001eb192640
GRMZM2G070239	Zm00001eb192700
GRMZM2G301647	Zm00001eb192750
GRMZM2G047414	Zm00001eb193090
AC185501.3_FG001	Zm00001eb193250
GRMZM2G166005	Zm00001eb193300
GRMZM5G894868	Zm00001eb193300
GRMZM2G475583	Zm00001eb193530
GRMZM2G079316	Zm00001eb193640
GRMZM2G471594	Zm00001eb193680
GRMZM2G344977	Zm00001eb193980
AC197274.4_FG010	
GRMZM2G046321	
GRMZM2G041699	"Zm00001eb194050,Zm00001eb194060"
GRMZM2G041959	Zm00001eb194450
GRMZM2G144501	Zm00001eb194670
AC199572.3_FG005	Zm00001eb194660
GRMZM2G414940	Zm00001eb194660
GRMZM2G141222	Zm00001eb194760
GRMZM2G469828	Zm00001eb194800
GRMZM2G090728	Zm00001eb195030
AC190885.4_FG006	Zm00001eb195560
GRMZM2G131516	Zm00001eb195650
GRMZM2G462417	"Zm00001eb195830,Zm00001eb195840"
GRMZM2G339336	Zm00001eb195860
GRMZM5G840955	Zm00001eb195860
GRMZM2G174739	Zm00001eb195880
GRMZM2G057749	Zm00001eb181210
GRMZM2G456304	Zm00001eb181190
GRMZM2G125668	Zm00001eb180920
GRMZM2G119270	Zm00001eb180910
GRMZM2G012391	Zm00001eb196530
GRMZM2G020242	Zm00001eb197210
GRMZM2G328742	Zm00001eb197370
GRMZM2G522533	
AC216045.2_FG005	Zm00001eb197880
GRMZM2G441541	Zm00001eb197890
GRMZM2G095363	Zm00001eb198330
GRMZM2G406552	Zm00001eb198770
GRMZM2G087094	Zm00001eb198910
GRMZM2G014004	Zm00001eb198990
GRMZM5G812738	Zm00001eb199140
GRMZM5G843991	Zm00001eb199140
GRMZM2G130505	Zm00001eb199410
GRMZM2G034024	Zm00001eb199500
GRMZM2G048665	Zm00001eb199550
GRMZM2G071347	Zm00001eb199580
GRMZM5G839384	"Zm00001eb199630,Zm00001eb199640"
GRMZM2G324378	Zm00001eb199890
GRMZM5G800033	Zm00001eb199890
GRMZM5G862757	Zm00001eb200120
GRMZM2G327659	Zm00001eb200120
GRMZM2G079436	Zm00001eb200230
GRMZM2G008106	Zm00001eb200430
GRMZM2G000014	Zm00001eb200940
GRMZM2G317652	Zm00001eb200990
GRMZM2G016447	Zm00001eb201060
GRMZM5G820301	Zm00001eb201060
GRMZM2G089317	Zm00001eb201220
GRMZM2G137145	"Zm00001eb201500,Zm00001eb201510"
GRMZM2G435592	Zm00001eb201520
GRMZM2G106424	Zm00001eb201570
GRMZM2G166853	Zm00001eb201760
GRMZM5G814787	Zm00001eb202170
GRMZM2G173257	Zm00001eb202240
GRMZM2G079365	Zm00001eb202260
GRMZM2G044733	Zm00001eb202370
GRMZM5G837626	"Zm00001eb202590,Zm00001eb202600"
GRMZM2G477205	"Zm00001eb202700,Zm00001eb202710"
GRMZM2G091715	Zm00001eb202830
GRMZM2G392314	Zm00001eb202820
GRMZM2G043242	Zm00001eb203130
GRMZM2G059039	Zm00001eb203280
GRMZM2G112619	Zm00001eb203620
GRMZM2G356034	Zm00001eb203850
GRMZM2G427350	Zm00001eb204030
GRMZM2G048733	Zm00001eb204180
GRMZM2G164359	Zm00001eb204190
GRMZM2G073788	Zm00001eb204210
GRMZM2G038365	Zm00001eb204410
GRMZM2G007854	Zm00001eb204640
AC185300.4_FG002	Zm00001eb204700
GRMZM2G338631	Zm00001eb204840
GRMZM2G019358	Zm00001eb204900
GRMZM2G175510	Zm00001eb204950
GRMZM2G070508	Zm00001eb205110
GRMZM2G301513	Zm00001eb205240
GRMZM2G343139	"Zm00001eb205350,Zm00001eb205360"
GRMZM2G022987	Zm00001eb205470
GRMZM2G003377	Zm00001eb205490
GRMZM2G171423	Zm00001eb205600
GRMZM2G481615	"Zm00001eb205730,Zm00001eb205740"
GRMZM2G417658	Zm00001eb206030
GRMZM2G015419	Zm00001eb206040
GRMZM2G056920	Zm00001eb206080
GRMZM2G040320	Zm00001eb206250
GRMZM2G336766	Zm00001eb206320
GRMZM2G146034	Zm00001eb206350
GRMZM2G145978	
GRMZM2G145962	Zm00001eb206380
GRMZM2G000964	Zm00001eb206430
GRMZM2G104357	Zm00001eb206500
GRMZM2G363520	"Zm00001eb206590,Zm00001eb206600"
GRMZM2G133653	Zm00001eb206750
AC184130.4_FG005	Zm00001eb206820
GRMZM2G124151	Zm00001eb206910
GRMZM2G421857	"Zm00001eb206920,Zm00001eb206930"
GRMZM2G339909	Zm00001eb206940
GRMZM2G118637	
GRMZM2G419844	
GRMZM2G119640	Zm00001eb207650
GRMZM2G420004	Zm00001eb207680
GRMZM5G861442	Zm00001eb207680
GRMZM2G303374	"Zm00001eb207830,Zm00001eb207840"
GRMZM2G467682	Zm00001eb207970
GRMZM2G117441	Zm00001eb208070
AC196708.3_FG006	Zm00001eb208090
AC191360.3_FG015	
GRMZM2G061023	"Zm00001eb208380,Zm00001eb208390"
GRMZM2G174667	Zm00001eb208510
GRMZM2G019838	Zm00001eb208780
GRMZM2G374074	Zm00001eb209140
GRMZM2G074015	Zm00001eb209270
GRMZM2G322348	Zm00001eb209330
GRMZM2G150337	"Zm00001eb209360,Zm00001eb209370"
GRMZM2G417859	Zm00001eb209430
GRMZM2G079348	"Zm00001eb209570,Zm00001eb209560"
GRMZM2G010466	Zm00001eb209650
GRMZM2G167103	"Zm00001eb209910,Zm00001eb209920"
GRMZM2G167149	Zm00001eb209930
GRMZM2G131087	Zm00001eb210000
GRMZM2G013236	Zm00001eb300010
GRMZM2G134889	Zm00001eb210140
GRMZM2G054378	"Zm00001eb210190,Zm00001eb210200"
GRMZM2G130302	Zm00001eb210430
GRMZM2G381838	Zm00001eb210880
GRMZM2G085336	Zm00001eb211500
GRMZM2G144008	Zm00001eb211610
GRMZM2G002825	Zm00001eb211740
GRMZM2G108694	"Zm00001eb212070,Zm00001eb212050"
GRMZM2G423139	"Zm00001eb212130,Zm00001eb212140"
GRMZM2G139805	Zm00001eb212590
GRMZM2G108225	Zm00001eb212630
GRMZM2G350471	Zm00001eb212650
GRMZM2G350428	Zm00001eb212680
GRMZM2G121176	Zm00001eb212810
AC191048.2_FG006	Zm00001eb212870
GRMZM2G302549	Zm00001eb212880
GRMZM2G099615	"Zm00001eb213050,Zm00001eb213040"
GRMZM2G431445	Zm00001eb213090
GRMZM2G124175	Zm00001eb213190
GRMZM5G899851	Zm00001eb213190
GRMZM2G460096	"Zm00001eb213390,Zm00001eb213400,Zm00001eb213410"
GRMZM5G853513	Zm00001eb213610
AC183932.3_FG007	"Zm00001eb213830,Zm00001eb213840"
GRMZM2G114634	Zm00001eb214130
GRMZM2G076885	Zm00001eb214360
GRMZM2G312069	Zm00001eb214420
GRMZM2G090432	Zm00001eb214410
GRMZM2G072658	Zm00001eb214630
GRMZM2G072071	Zm00001eb214670
GRMZM2G071970	Zm00001eb214720
GRMZM2G071620	Zm00001eb214740
GRMZM2G553379	Zm00001eb214750
GRMZM2G171987	Zm00001eb214920
GRMZM2G171961	Zm00001eb214930
GRMZM2G460396	Zm00001eb214950
GRMZM2G087435	Zm00001eb214960
GRMZM2G147046	Zm00001eb215040
GRMZM2G129681	Zm00001eb215640
GRMZM5G839032	Zm00001eb215840
GRMZM5G878347	Zm00001eb215910
GRMZM2G045690	Zm00001eb215980
GRMZM2G162405	Zm00001eb216500
AC190734.2_FG003	Zm00001eb216630
GRMZM2G157210	Zm00001eb216710
AC210961.3_FG002	Zm00001eb216770
GRMZM2G026180	Zm00001eb216930
AC213463.3_FG004	Zm00001eb217110
GRMZM2G122251	Zm00001eb217190
GRMZM2G129140	Zm00001eb217380
GRMZM2G169440	Zm00001eb217450
GRMZM2G166082	Zm00001eb217550
GRMZM2G165901	Zm00001eb217560
GRMZM5G802231	Zm00001eb217610
GRMZM2G010604	
GRMZM2G094900	Zm00001eb217930
GRMZM2G010146	Zm00001eb217960
GRMZM2G332390	"Zm00001eb218060,Zm00001eb218030"
GRMZM5G869482	Zm00001eb218090
GRMZM5G814310	Zm00001eb218090
GRMZM2G379428	Zm00001eb218140
GRMZM5G897604	Zm00001eb218140
GRMZM2G078566	"Zm00001eb218220,Zm00001eb218230"
GRMZM2G448511	Zm00001eb218350
GRMZM2G439195	"Zm00001eb218430,Zm00001eb218440"
GRMZM2G373040	Zm00001eb218580
GRMZM2G330565	Zm00001eb218620
GRMZM2G097364	Zm00001eb218740
GRMZM2G078204	Zm00001eb219080
GRMZM2G403149	Zm00001eb219390
GRMZM2G086904	Zm00001eb219520
GRMZM2G086763	Zm00001eb219530
GRMZM2G124918	"Zm00001eb219600,Zm00001eb219590"
GRMZM2G156748	Zm00001eb219710
GRMZM2G024054	"Zm00001eb219980,Zm00001eb219990,Zm00001eb220000"
GRMZM2G463640	
GRMZM2G427557	
GRMZM2G026892	Zm00001eb220600
GRMZM5G812253	Zm00001eb220680
GRMZM2G462719	Zm00001eb220680
GRMZM2G305093	Zm00001eb221080
GRMZM2G305446	Zm00001eb221090
GRMZM2G120973	Zm00001eb221150
GRMZM2G039542	Zm00001eb221180
GRMZM2G304235	
AC193606.2_FG005	
GRMZM2G428356	Zm00001eb221290
GRMZM2G173978	"Zm00001eb221340,Zm00001eb221350"
GRMZM2G477694	Zm00001eb221360
GRMZM5G864239	Zm00001eb221580
GRMZM5G800835	Zm00001eb221580
GRMZM2G369939	Zm00001eb221690
GRMZM2G138744	Zm00001eb221740
GRMZM2G066578	Zm00001eb221970
GRMZM2G025833	Zm00001eb222250
GRMZM2G412304	Zm00001eb222280
GRMZM2G454334	Zm00001eb222360
GRMZM2G456853	Zm00001eb222410
GRMZM2G134862	Zm00001eb222550
GRMZM2G337048	Zm00001eb222590
GRMZM2G381453	Zm00001eb222640
GRMZM2G133895	Zm00001eb222730
GRMZM2G418005	Zm00001eb222940
GRMZM2G137694	Zm00001eb222980
GRMZM5G813903	"Zm00001eb223130,Zm00001eb223120"
GRMZM2G018082	Zm00001eb223330
GRMZM2G366638	
GRMZM2G110473	Zm00001eb223460
GRMZM2G110976	Zm00001eb255940
GRMZM2G087944	"Zm00001eb223650,Zm00001eb223660"
GRMZM2G005260	Zm00001eb223890
GRMZM2G432926	"Zm00001eb223900,Zm00001eb223910"
GRMZM2G018558	"Zm00001eb223940,Zm00001eb223930"
GRMZM2G111238	Zm00001eb224070
GRMZM2G151616	Zm00001eb224110
GRMZM2G464011	
AC217560.3_FG001	
GRMZM2G151195	Zm00001eb224410
GRMZM2G014813	Zm00001eb224720
GRMZM2G000753	Zm00001eb224730
GRMZM2G427729	Zm00001eb224740
GRMZM2G173277	Zm00001eb224900
AC201815.4_FG001	Zm00001eb225250
GRMZM2G336065	"Zm00001eb225270,Zm00001eb225260"
GRMZM5G888791	Zm00001eb225580
GRMZM2G017730	
GRMZM2G168920	Zm00001eb226230
GRMZM2G096211	Zm00001eb226390
GRMZM2G344837	Zm00001eb226480
GRMZM2G066555	Zm00001eb226560
GRMZM2G091696	Zm00001eb226710
GRMZM2G099191	Zm00001eb226870
GRMZM2G115939	Zm00001eb226900
GRMZM2G077180	"Zm00001eb226970,Zm00001eb226980,Zm00001eb137070"
GRMZM2G397247	"Zm00001eb227310,Zm00001eb227320"
GRMZM2G017847	Zm00001eb227580
GRMZM2G148954	Zm00001eb227880
GRMZM2G361993	Zm00001eb227970
GRMZM2G158136	Zm00001eb227980
GRMZM2G036991	Zm00001eb228610
GRMZM2G116133	"Zm00001eb228840,Zm00001eb228830"
GRMZM2G057000	Zm00001eb228910
GRMZM2G387471	Zm00001eb229110
GRMZM2G008047	Zm00001eb229360
GRMZM2G173192	Zm00001eb229440
GRMZM2G089836	Zm00001eb229460
GRMZM2G023638	Zm00001eb229480
GRMZM2G159047	Zm00001eb229530
GRMZM2G074896	"Zm00001eb209750,Zm00001eb229630"
GRMZM2G117012	Zm00001eb229940
GRMZM2G456917	Zm00001eb230120
GRMZM2G156924	Zm00001eb230100
GRMZM2G098438	Zm00001eb230090
GRMZM2G120539	"Zm00001eb230220,Zm00001eb230210"
GRMZM5G865943	"Zm00001eb230280,Zm00001eb230290"
GRMZM5G863326	Zm00001eb230430
GRMZM2G409112	Zm00001eb230430
GRMZM2G046615	Zm00001eb230410
GRMZM2G064406	Zm00001eb230440
GRMZM2G144380	Zm00001eb230560
GRMZM2G146209	Zm00001eb230590
GRMZM2G029065	Zm00001eb230800
GRMZM2G038791	Zm00001eb231020
GRMZM2G153178	Zm00001eb231030
GRMZM2G168747	Zm00001eb231210
GRMZM2G109165	Zm00001eb231800
GRMZM2G428393	Zm00001eb231940
GRMZM2G006937	"Zm00001eb232100,Zm00001eb261960"
GRMZM2G369396	
GRMZM2G369391	
GRMZM2G033138	Zm00001eb232240
GRMZM2G353478	Zm00001eb232280
GRMZM5G852229	Zm00001eb232280
GRMZM2G482256	"Zm00001eb232430,Zm00001eb232440"
GRMZM2G400197	"Zm00001eb232480,Zm00001eb232470"
GRMZM2G011888	Zm00001eb232580
GRMZM2G409726	
GRMZM2G558912	Zm00001eb233330
GRMZM2G086032	Zm00001eb233520
AC212467.3_FG001	Zm00001eb233550
GRMZM2G352830	
GRMZM2G058252	Zm00001eb233730
GRMZM2G469061	Zm00001eb233890
GRMZM2G363982	Zm00001eb233930
GRMZM2G462613	Zm00001eb234400
GRMZM2G462639	Zm00001eb234410
GRMZM2G119921	Zm00001eb234500
GRMZM2G701730	Zm00001eb234540
GRMZM2G158736	Zm00001eb234650
GRMZM2G086587	Zm00001eb234860
GRMZM5G849107	Zm00001eb234930
GRMZM2G015033	Zm00001eb235270
GRMZM2G085678	Zm00001eb235640
AC205331.3_FG004	
GRMZM2G159155	Zm00001eb235700
GRMZM5G877874	Zm00001eb235700
AC194937.3_FG004	Zm00001eb235990
GRMZM2G142693	Zm00001eb236060
GRMZM2G367110	Zm00001eb236170
GRMZM2G151755	"Zm00001eb236220,Zm00001eb236180,Zm00001eb236200"
GRMZM2G029979	Zm00001eb236380
GRMZM2G306771	Zm00001eb236440
AC212351.4_FG001	Zm00001eb236620
GRMZM2G038126	Zm00001eb236650
GRMZM2G029258	Zm00001eb236680
GRMZM2G124573	Zm00001eb236700
GRMZM2G061876	Zm00001eb236900
GRMZM2G091293	Zm00001eb236980
GRMZM2G021015	Zm00001eb237120
GRMZM2G105494	Zm00001eb237260
GRMZM2G388148	Zm00001eb237340
GRMZM2G102021	Zm00001eb237480
GRMZM2G054023	Zm00001eb237530
GRMZM2G439596	Zm00001eb237900
GRMZM2G063162	Zm00001eb237960
GRMZM2G018578	Zm00001eb237990
GRMZM2G039443	Zm00001eb238030
GRMZM5G897364	Zm00001eb238030
GRMZM2G165726	Zm00001eb238160
GRMZM2G063882	Zm00001eb238230
GRMZM2G162748	Zm00001eb238370
GRMZM2G311919	Zm00001eb238460
GRMZM2G106338	Zm00001eb238760
GRMZM2G405459	Zm00001eb238800
GRMZM2G474113	Zm00001eb239000
GRMZM2G002199	Zm00001eb239160
GRMZM2G424519	Zm00001eb239210
GRMZM2G161435	Zm00001eb239680
GRMZM2G161299	Zm00001eb239690
GRMZM2G021364	
GRMZM2G303161	"Zm00001eb239830,Zm00001eb239820"
GRMZM2G410428	Zm00001eb239840
GRMZM2G362295	Zm00001eb239860
GRMZM2G180740	Zm00001eb240080
AC211411.4_FG004	"Zm00001eb240530,Zm00001eb240540"
GRMZM2G497630	
GRMZM2G024976	Zm00001eb240740
GRMZM5G837595	Zm00001eb241200
AC217840.3_FG001	Zm00001eb241510
GRMZM2G011627	Zm00001eb241600
GRMZM2G111782	"Zm00001eb241620,Zm00001eb241630"
GRMZM2G312274	Zm00001eb241870
GRMZM2G168807	Zm00001eb241990
GRMZM5G814700	Zm00001eb242050
GRMZM2G494514	Zm00001eb242080
GRMZM5G875456	Zm00001eb242160
GRMZM2G326111	"Zm00001eb242400,Zm00001eb242390"
GRMZM2G108267	Zm00001eb242460
GRMZM5G876303	Zm00001eb242630
GRMZM2G115480	Zm00001eb242760
GRMZM2G451314	Zm00001eb243180
GRMZM5G814945	Zm00001eb243360
GRMZM5G899167	Zm00001eb243360
GRMZM2G119517	Zm00001eb243700
GRMZM2G418916	Zm00001eb243810
GRMZM2G086946	Zm00001eb244070
GRMZM2G121468	Zm00001eb244080
AC212449.4_FG003	"Zm00001eb244370,Zm00001eb244320"
GRMZM5G809370	"Zm00001eb244370,Zm00001eb244320"
GRMZM2G380094	Zm00001eb244400
GRMZM2G061700	Zm00001eb244460
GRMZM2G049798	"Zm00001eb244580,Zm00001eb244570"
GRMZM2G476049	Zm00001eb244700
GRMZM5G801651	Zm00001eb245170
GRMZM5G896337	Zm00001eb245170
GRMZM2G131727	Zm00001eb245390
GRMZM2G352274	Zm00001eb245720
GRMZM2G091160	
GRMZM2G092672	Zm00001eb245940
GRMZM2G121115	Zm00001eb246190
GRMZM2G399952	Zm00001eb246160
GRMZM5G834874	Zm00001eb246280
GRMZM2G031107	Zm00001eb246350
GRMZM2G300771	Zm00001eb246490
GRMZM2G300812	Zm00001eb246670
GRMZM2G007647	Zm00001eb246720
GRMZM2G443548	"Zm00001eb246950,Zm00001eb246960"
GRMZM2G028736	Zm00001eb247430
GRMZM2G362883	Zm00001eb247460
GRMZM2G095382	Zm00001eb247530
GRMZM2G029048	Zm00001eb247630
GRMZM2G465310	Zm00001eb248010
GRMZM2G053236	Zm00001eb248150
GRMZM2G393673	Zm00001eb248170
GRMZM2G115948	Zm00001eb248230
GRMZM2G178517	Zm00001eb248290
GRMZM5G807734	Zm00001eb248580
GRMZM2G170061	Zm00001eb248580
GRMZM2G040924	Zm00001eb248590
GRMZM2G162786	Zm00001eb248700
GRMZM2G463291	Zm00001eb248720
GRMZM2G109348	Zm00001eb248750
GRMZM2G169558	"Zm00001eb248880,Zm00001eb248890"
GRMZM2G156585	Zm00001eb249030
GRMZM2G097884	Zm00001eb249200
GRMZM2G170591	Zm00001eb249420
GRMZM2G118731	Zm00001eb249430
GRMZM2G056236	Zm00001eb249600
GRMZM2G112914	Zm00001eb249700
GRMZM2G024245	Zm00001eb249850
GRMZM2G170936	"Zm00001eb249880,Zm00001eb249890"
GRMZM2G062151	Zm00001eb249960
GRMZM2G465953	Zm00001eb250030
GRMZM2G171852	Zm00001eb250390
GRMZM2G037200	Zm00001eb250580
GRMZM2G058432	Zm00001eb250750
GRMZM2G010673	Zm00001eb250770
GRMZM2G057829	Zm00001eb250910
GRMZM2G029815	Zm00001eb250930
GRMZM2G112626	"Zm00001eb251270,Zm00001eb251280"
GRMZM2G130167	Zm00001eb251320
GRMZM2G376067	Zm00001eb251400
GRMZM2G067183	Zm00001eb251500
GRMZM2G127106	"Zm00001eb251730,Zm00001eb251740"
GRMZM2G034876	Zm00001eb251820
AC212667.3_FG005	Zm00001eb252270
GRMZM2G125432	Zm00001eb252300
GRMZM2G315176	Zm00001eb252400
GRMZM2G123938	Zm00001eb252610
GRMZM2G180922	Zm00001eb252680
GRMZM2G399921	Zm00001eb252840
GRMZM2G382341	"Zm00001eb252890,Zm00001eb252900"
GRMZM2G382345	Zm00001eb252920
GRMZM2G129146	Zm00001eb252990
GRMZM2G176270	Zm00001eb253040
GRMZM2G011789	Zm00001eb253260
GRMZM2G090419	Zm00001eb253740
GRMZM2G181507	Zm00001eb253880
AC195458.3_FG001	Zm00001eb253950
GRMZM2G127632	Zm00001eb254410
GRMZM2G074267	Zm00001eb254390
GRMZM2G162216	Zm00001eb254440
GRMZM2G114371	Zm00001eb194510
GRMZM2G158848	Zm00001eb255020
GRMZM2G158854	Zm00001eb255020
GRMZM2G012399	Zm00001eb255040
GRMZM2G075260	Zm00001eb253510
GRMZM2G140893	"Zm00001eb255340,Zm00001eb254700"
GRMZM5G801076	Zm00001eb255430
GRMZM2G323013	Zm00001eb255510
GRMZM2G359874	Zm00001eb255650
GRMZM2G163776	Zm00001eb255760
GRMZM2G055859	
GRMZM2G104920	"Zm00001eb256280,Zm00001eb256270"
GRMZM2G084116	Zm00001eb256310
GRMZM2G463904	Zm00001eb256740
GRMZM2G110324	Zm00001eb257190
GRMZM2G318662	Zm00001eb257620
GRMZM2G178996	Zm00001eb257770
GRMZM2G469142	Zm00001eb257920
GRMZM2G180384	Zm00001eb258090
GRMZM2G144146	"Zm00001eb258560,Zm00001eb258550"
GRMZM2G356938	Zm00001eb258940
GRMZM2G014793	Zm00001eb259310
GRMZM2G375002	Zm00001eb259660
GRMZM2G362398	Zm00001eb259980
GRMZM2G098182	Zm00001eb260090
GRMZM2G342963	Zm00001eb260180
AC186577.3_FG006	Zm00001eb260280
GRMZM2G367941	Zm00001eb260450
GRMZM2G051677	Zm00001eb260710
GRMZM5G878823	"Zm00001eb260930,Zm00001eb260940"
GRMZM2G134130	Zm00001eb261260
GRMZM2G319307	Zm00001eb261340
GRMZM2G449489	Zm00001eb261400
GRMZM2G018262	
AC234183.1_FG002	Zm00001eb264470
GRMZM2G108501	Zm00001eb264510
GRMZM2G004959	Zm00001eb264630
GRMZM2G423669	"Zm00001eb264640,Zm00001eb264650"
GRMZM2G168441	Zm00001eb265030
GRMZM2G076768	Zm00001eb265170
GRMZM2G067691	Zm00001eb265300
GRMZM2G416701	Zm00001eb265610
GRMZM2G050842	Zm00001eb265640
GRMZM2G024576	Zm00001eb265660
GRMZM2G344781	Zm00001eb265840
GRMZM2G305856	Zm00001eb266370
GRMZM2G106042	Zm00001eb266720
GRMZM2G430807	Zm00001eb266820
GRMZM2G567897	"Zm00001eb266970,Zm00001eb266960"
GRMZM2G174883	Zm00001eb267120
GRMZM2G444278	Zm00001eb267150
GRMZM2G070500	Zm00001eb267200
GRMZM2G025214	"Zm00001eb267460,Zm00001eb267470"
GRMZM2G087570	Zm00001eb267580
GRMZM2G134020	"Zm00001eb262690,Zm00001eb262680"
GRMZM2G040833	"Zm00001eb262850,Zm00001eb262860"
GRMZM2G048791	Zm00001eb262970
GRMZM2G082560	Zm00001eb263140
GRMZM2G320152	"Zm00001eb263160,Zm00001eb263180"
GRMZM2G056038	Zm00001eb264410
GRMZM2G130728	Zm00001eb264250
GRMZM2G319402	Zm00001eb264110
GRMZM2G122261	Zm00001eb268440
GRMZM2G011655	Zm00001eb268530
GRMZM2G134749	Zm00001eb268740
GRMZM2G400718	Zm00001eb269130
GRMZM2G478633	Zm00001eb269240
GRMZM2G078458	Zm00001eb269430
GRMZM2G479703	Zm00001eb269450
GRMZM2G142345	Zm00001eb269490
AC197909.3_FG002	Zm00001eb269800
GRMZM2G178602	Zm00001eb269850
GRMZM2G471970	Zm00001eb270060
GRMZM2G103166	Zm00001eb270110
GRMZM5G839603	Zm00001eb270500
GRMZM2G095348	Zm00001eb270540
GRMZM2G032537	Zm00001eb270620
GRMZM6G790713	Zm00001eb270660
GRMZM5G878913	Zm00001eb270660
GRMZM2G362745	"Zm00001eb270680,Zm00001eb270690"
GRMZM2G062638	Zm00001eb270700
GRMZM2G060870	Zm00001eb271080
GRMZM2G359904	Zm00001eb271290
AC195587.4_FG003	"Zm00001eb271380,Zm00001eb271360"
GRMZM2G700968	"Zm00001eb271420,Zm00001eb271430"
GRMZM2G120047	Zm00001eb271660
GRMZM2G373717	Zm00001eb272020
GRMZM2G145518	Zm00001eb272050
GRMZM2G141931	Zm00001eb272290
GRMZM2G065888	Zm00001eb272300
GRMZM2G466229	Zm00001eb272400
GRMZM2G060868	Zm00001eb272670
GRMZM2G018946	Zm00001eb273330
GRMZM2G333875	Zm00001eb273340
GRMZM2G474777	Zm00001eb273370
GRMZM2G139657	"Zm00001eb273490,Zm00001eb273480"
GRMZM2G139675	Zm00001eb273510
GRMZM2G423833	Zm00001eb273570
GRMZM2G358523	
GRMZM2G120432	Zm00001eb273650
AC205886.3_FG001	Zm00001eb273740
GRMZM5G841920	Zm00001eb273740
GRMZM2G330394	"Zm00001eb273790,Zm00001eb273780"
GRMZM5G805002	"Zm00001eb273790,Zm00001eb273780"
GRMZM5G874568	
GRMZM5G816289	"Zm00001eb306950,Zm00001eb274030"
GRMZM2G087598	Zm00001eb274190
GRMZM5G807213	Zm00001eb274610
GRMZM2G089491	Zm00001eb274950
GRMZM2G326734	Zm00001eb275030
GRMZM2G014119	Zm00001eb275020
AC233936.1_FG003	
AC208711.3_FG005	
GRMZM2G459052	Zm00001eb275180
GRMZM2G332102	Zm00001eb275280
GRMZM2G073303	Zm00001eb275650
GRMZM2G110402	Zm00001eb275730
GRMZM2G074438	Zm00001eb275820
GRMZM2G112337	"Zm00001eb276150,Zm00001eb276140"
GRMZM2G092895	Zm00001eb276160
GRMZM2G137569	Zm00001eb276580
GRMZM2G406331	"Zm00001eb276660,Zm00001eb276670"
GRMZM2G171114	"Zm00001eb277230,Zm00001eb277240"
GRMZM2G383234	Zm00001eb277250
GRMZM6G412501	Zm00001eb277250
GRMZM2G178432	Zm00001eb277360
GRMZM2G367631	"Zm00001eb277500,Zm00001eb385370,Zm00001eb277510"
AC216870.3_FG005	Zm00001eb277680
GRMZM2G328133	Zm00001eb277690
GRMZM2G176660	
GRMZM2G043350	Zm00001eb277790
GRMZM2G404888	Zm00001eb277830
GRMZM2G148460	Zm00001eb277860
GRMZM2G070378	Zm00001eb277870
GRMZM2G038623	Zm00001eb278050
GRMZM2G156517	Zm00001eb278070
GRMZM2G009703	Zm00001eb278130
GRMZM2G314145	Zm00001eb278320
GRMZM2G116919	Zm00001eb278450
GRMZM5G856338	Zm00001eb278530
GRMZM5G846719	Zm00001eb278530
GRMZM2G373435	Zm00001eb278620
GRMZM2G417750	"Zm00001eb279400,Zm00001eb279410"
GRMZM2G005454	Zm00001eb279880
GRMZM5G812169	
GRMZM2G060432	
GRMZM2G309035	Zm00001eb279940
GRMZM2G009683	Zm00001eb279930
GRMZM2G334409	Zm00001eb280070
GRMZM2G025322	Zm00001eb280080
